StudentId;SemesterId;SubjectId;YearsOfStudyId;FirstFifteenMinuteExam;SecondFifteenMinuteExam;ThirdFifteenMinuteExam;FirstFortyFiveMinuteExam;SecondFortyFiveMinuteExam;FinalExam;ModifiedDate
777;2;4;14;9,4;6,1;7,8;9,5;6,3;8;2023-07-26
777;2;5;14;8,9;9,5;5,1;5,6;6,2;6,8;2023-07-26
777;2;6;14;5,4;6,8;8,1;9,4;5,8;7,1;2023-07-26
777;2;7;14;8;8,7;9,5;5,2;5,9;6,7;2023-07-26
777;2;8;14;6,3;7,8;9,4;6;7,6;9,2;2023-07-26
777;2;9;14;7,8;5,8;8,8;6,8;9,8;7,8;2023-07-26
777;2;10;14;8,3;7,8;7,3;6,7;6,2;5,7;2023-07-26
777;2;11;14;9,2;8,2;7,2;6,2;5,2;9,2;2023-07-26
777;2;12;14;5,4;5,2;9,9;9,7;9,5;9,3;2023-07-26
778;2;1;14;8,8;5,1;6,4;7,7;9;5,3;2023-07-26
778;2;2;14;9,8;7,4;5;7,6;5,2;7,7;2023-07-26
778;2;3;14;7,1;6,6;6,1;5,6;5,2;9,7;2023-07-26
778;2;4;14;9,9;8,7;7,6;6,4;5,3;9,1;2023-07-26
778;2;5;14;9,6;5;5,4;5,7;6,1;6,4;2023-07-26
778;2;6;14;6,1;5,4;9,6;8,9;8,1;7,4;2023-07-26
778;2;7;14;7,5;7;6,5;6;5,5;9,9;2023-07-26
778;2;8;14;7,8;7,6;7,5;7,3;7,2;7;2023-07-26
778;2;9;14;6,7;5,7;9,7;8,6;7,6;6,6;2023-07-26
778;2;10;14;7,7;6,2;9,7;8,2;6,6;5,1;2023-07-26
778;2;11;14;9,8;5,5;6,2;6,9;7,7;8,4;2023-07-26
778;2;12;14;7,5;6,7;5,9;5;9,2;8,4;2023-07-26
779;2;1;14;5,4;6;6,6;7,2;7,8;8,4;2023-07-26
779;2;2;14;9,5;7,2;5;7,7;5,5;8,2;2023-07-26
779;2;3;14;5,4;8,3;6,2;9,1;6,9;9,8;2023-07-26
779;2;4;14;8,3;5;6,6;8,3;5;6,6;2023-07-26
779;2;5;14;5,8;5,8;5,8;5,8;5,8;5,8;2023-07-26
779;2;6;14;8,4;7,7;7;6,3;5,6;9,9;2023-07-26
779;2;7;14;6,8;6;5,2;9,3;8,5;7,7;2023-07-26
779;2;8;14;9,6;9,4;9,2;9;8,7;8,5;2023-07-26
779;2;9;14;6,9;7,1;7,4;7,6;7,9;8,1;2023-07-26
779;2;10;14;7,9;7,1;6,2;5,4;9,5;8,7;2023-07-26
779;2;11;14;8;6,9;5,7;9,6;8,4;7,2;2023-07-26
779;2;12;14;8,7;9,3;9,9;5,5;6,1;6,7;2023-07-26
780;2;1;14;9;8,2;7,3;6,5;5,7;9,8;2023-07-26
780;2;2;14;7,3;8,7;5,1;6,4;7,8;9,2;2023-07-26
780;2;3;14;5,7;5,1;9,5;8,8;8,2;7,6;2023-07-26
780;2;4;14;8;5,2;7,4;9,6;6,7;8,9;2023-07-26
780;2;5;14;5,8;5;9,1;8,3;7,4;6,5;2023-07-26
780;2;6;14;6;6,2;6,3;6,5;6,6;6,8;2023-07-26
780;2;7;14;8,3;8,1;7,9;7,6;7,4;7,2;2023-07-26
780;2;8;14;7;8,4;9,9;6,3;7,7;9,2;2023-07-26
780;2;9;14;5,4;9,2;8;6,8;5,6;9,4;2023-07-26
780;2;10;14;5,1;7,1;9,2;6,2;8,3;5,3;2023-07-26
780;2;11;14;5,1;8,7;7,3;5,9;9,4;8;2023-07-26
780;2;12;14;9,9;9;8,1;7,1;6,2;5,3;2023-07-26
781;2;1;14;7,4;6,6;5,9;5,2;9,4;8,7;2023-07-26
781;2;2;14;8,7;7,7;6,6;5,6;9,5;8,5;2023-07-26
781;2;3;14;8,7;6,1;8,4;5,8;8,1;5,5;2023-07-26
781;2;4;14;5,4;6,8;8,2;9,5;5,9;7,3;2023-07-26
781;2;5;14;8,6;9,1;9,6;5,2;5,7;6,2;2023-07-26
781;2;6;14;9,1;8,6;8;7,5;7;6,4;2023-07-26
781;2;7;14;6,7;8,4;5,1;6,8;8,5;5,2;2023-07-26
781;2;8;14;5,5;5,9;6,3;6,7;7;7,4;2023-07-26
781;2;9;14;8,2;5,6;8;5,4;7,8;5,2;2023-07-26
781;2;10;14;9,8;8,4;7,1;5,7;9,4;8;2023-07-26
781;2;11;14;8,9;5;6,2;7,3;8,4;9,6;2023-07-26
781;2;12;14;9,4;7,2;5;7,9;5,7;8,5;2023-07-26
782;2;1;14;9,9;8,4;6,9;5,3;8,8;7,3;2023-07-26
782;2;2;14;9,6;8,7;7,8;6,9;5,9;5;2023-07-26
782;2;3;14;5,4;7;8,6;5,2;6,8;8,3;2023-07-26
782;2;4;14;9,3;8;6,7;5,4;9,1;7,8;2023-07-26
782;2;5;14;6,5;6,8;7,1;7,4;7,7;7,9;2023-07-26
782;2;6;14;9,5;8,7;7,9;7,2;6,4;5,6;2023-07-26
782;2;7;14;8,5;8;7,5;7;6,5;6,1;2023-07-26
782;2;8;14;5,8;8;5,1;7,3;9,4;6,6;2023-07-26
782;2;9;14;6,7;5,5;9,2;8;6,7;5,4;2023-07-26
782;2;10;14;8,3;7,2;6,1;5,1;9;7,9;2023-07-26
782;2;11;14;5,8;5,5;5,2;9,9;9,5;9,2;2023-07-26
782;2;12;14;7,3;6,3;5,3;9,2;8,2;7,2;2023-07-26
783;2;1;14;5,3;5,2;5,1;5;9,9;9,7;2023-07-26
783;2;2;14;9,5;6,8;9,1;6,4;8,7;6;2023-07-26
783;2;3;14;6,9;7,6;8,3;9;9,7;5,5;2023-07-26
783;2;4;14;5,7;9,5;8,3;7,1;5,9;9,8;2023-07-26
783;2;5;14;9,4;8,1;6,8;5,5;9,2;7,9;2023-07-26
783;2;6;14;7,7;7;6,3;5,6;9,9;9,1;2023-07-26
783;2;7;14;7,1;7,5;7,9;8,2;8,6;9;2023-07-26
783;2;8;14;5,3;8,8;7,4;5,9;9,5;8;2023-07-26
783;2;9;14;9,3;8,5;7,6;6,8;6;5,2;2023-07-26
783;2;10;14;5,5;9,3;8,1;6,9;5,7;9,5;2023-07-26
783;2;11;14;5,9;8,3;5,7;8,1;5,5;7,8;2023-07-26
783;2;12;14;7,1;8,1;9,1;5,2;6,2;7,2;2023-07-26
784;2;1;14;9,6;6,5;8,5;5,5;7,4;9,4;2023-07-26
784;2;2;14;6,3;9,1;6,9;9,8;7,6;5,4;2023-07-26
784;2;3;14;6;5,3;9,5;8,8;8;7,2;2023-07-26
784;2;4;14;7,7;8,5;9,3;5,1;5,9;6,7;2023-07-26
784;2;5;14;6,1;8,6;6;8,5;6;8,4;2023-07-26
784;2;6;14;7,4;5,9;9,4;7,9;6,3;9,8;2023-07-26
784;2;7;14;5,5;8,7;6,9;5,1;8,3;6,5;2023-07-26
784;2;8;14;9,1;9,7;5,2;5,7;6,2;6,8;2023-07-26
784;2;9;14;8,3;8,6;8,8;9,1;9,3;9,6;2023-07-26
784;2;10;14;6,3;7,8;9,4;5,9;7,5;9;2023-07-26
784;2;11;14;8;6,7;5,5;9,2;7,9;6,6;2023-07-26
784;2;12;14;6,2;6,2;6,3;6,3;6,4;6,5;2023-07-26
785;2;1;14;5,6;9,1;7,7;6,3;9,8;8,4;2023-07-26
785;2;2;14;8,9;5;6,1;7,1;8,2;9,3;2023-07-26
785;2;3;14;5,5;6,6;7,8;8,9;5;6,2;2023-07-26
785;2;4;14;5,8;5,4;5;9,6;9,1;8,7;2023-07-26
785;2;5;14;6,5;9,1;6,6;9,1;6,7;9,2;2023-07-26
785;2;6;14;9,3;5,7;7,1;8,5;5;6,4;2023-07-26
785;2;7;14;8,2;8,5;8,8;9,1;9,4;9,8;2023-07-26
785;2;8;14;9;9,4;9,7;5,1;5,4;5,7;2023-07-26
785;2;9;14;7,8;7,1;6,4;5,7;9,9;9,2;2023-07-26
785;2;10;14;6,4;9,8;8,1;6,5;9,9;8,3;2023-07-26
785;2;11;14;5;6,5;8;9,5;6;7,5;2023-07-26
785;2;12;14;9;7,3;5,5;8,7;7;5,2;2023-07-26
786;2;1;14;7,2;5,9;9,7;8,4;7,2;5,9;2023-07-26
786;2;2;14;6;8,9;6,8;9,6;7,5;5,4;2023-07-26
786;2;3;14;6,1;7,8;9,5;6,1;7,8;9,5;2023-07-26
786;2;4;14;5,4;8,5;6,6;9,8;7,9;6;2023-07-26
786;2;5;14;7,7;5,9;9,2;7,4;5,7;8,9;2023-07-26
786;2;6;14;8,6;6,2;8,8;6,3;8,9;6,5;2023-07-26
786;2;7;14;5;8,7;7,3;6;9,6;8,3;2023-07-26
786;2;8;14;9,4;9,1;8,7;8,4;8,1;7,7;2023-07-26
786;2;9;14;8,7;5,3;7;8,7;5,4;7,1;2023-07-26
786;2;10;14;8,2;8,8;9,4;9,9;5,5;6,1;2023-07-26
786;2;11;14;9,7;6,4;8,2;9,9;6,7;8,4;2023-07-26
786;2;12;14;5,1;7,6;5,1;7,6;5;7,5;2023-07-26
787;2;1;14;8,4;8,4;8,4;8,4;8,3;8,3;2023-07-26
787;2;2;14;5,7;9,5;8,2;6,9;5,6;9,3;2023-07-26
787;2;3;14;9,7;9,3;9;8,7;8,4;8,1;2023-07-26
787;2;4;14;9,2;9,5;9,8;5,1;5,3;5,6;2023-07-26
787;2;5;14;7,7;8,5;9,2;9,9;5,7;6,4;2023-07-26
787;2;6;14;6,7;5,8;9,9;9,1;8,2;7,4;2023-07-26
787;2;7;14;8,9;7,6;6,4;5,1;8,8;7,6;2023-07-26
787;2;8;14;9;7,3;5,7;9;7,3;5,7;2023-07-26
787;2;9;14;6,4;5;8,6;7,1;5,7;9,3;2023-07-26
787;2;10;14;5,6;6,3;7;7,6;8,3;8,9;2023-07-26
787;2;11;14;5;5,3;5,6;5,8;6,1;6,3;2023-07-26
787;2;12;14;5,4;8;5,7;8,3;5,9;8,5;2023-07-26
788;2;1;14;7,2;5,3;8,5;6,6;9,8;7,9;2023-07-26
788;2;2;14;6,2;7;7,8;8,6;9,4;5,2;2023-07-26
788;2;3;14;8,7;9,7;5,7;6,7;7,7;8,7;2023-07-26
788;2;4;14;5;7,7;5,5;8,2;6;8,7;2023-07-26
788;2;5;14;7,2;5,7;9,2;7,7;6,2;9,7;2023-07-26
788;2;6;14;6,8;8,9;5,9;8;5;7,1;2023-07-26
788;2;7;14;9,2;6;7,7;9,5;6,2;8;2023-07-26
788;2;8;14;8,2;6,7;5,3;8,9;7,5;6,1;2023-07-26
788;2;9;14;6,3;7,6;8,9;5,2;6,5;7,8;2023-07-26
788;2;10;14;6,9;7,9;8,9;5;6;7;2023-07-26
788;2;11;14;5,5;7,5;9,6;6,6;8,7;5,7;2023-07-26
788;2;12;14;5;9,6;9,2;8,8;8,4;8;2023-07-26
789;2;1;14;6,2;8,1;9,9;6,7;8,5;5,3;2023-07-26
789;2;2;14;5,1;5,1;5,2;5,3;5,3;5,4;2023-07-26
789;2;3;14;6,4;8,7;6;8,2;5,5;7,8;2023-07-26
789;2;4;14;9,7;7,3;5;7,7;5,3;8;2023-07-26
789;2;5;14;6,2;9,1;7;9,9;7,8;5,7;2023-07-26
789;2;6;14;8,5;7,6;6,7;5,7;9,8;8,9;2023-07-26
789;2;7;14;7,5;5,8;9,2;7,6;5,9;9,3;2023-07-26
789;2;8;14;7,3;5,3;8,3;6,3;9,3;7,3;2023-07-26
789;2;9;14;9,2;8,5;7,8;7,2;6,5;5,8;2023-07-26
789;2;10;14;5,3;9;7,6;6,3;9,9;8,6;2023-07-26
789;2;11;14;7,4;7;6,6;6,2;5,8;5,4;2023-07-26
789;2;12;14;5,7;9,6;8,4;7,2;6;9,8;2023-07-26
790;2;1;14;9,5;6,3;8;9,8;6,5;8,3;2023-07-26
790;2;2;14;8,9;8,9;9;9;9,1;9,1;2023-07-26
790;2;3;14;6,2;5,9;5,5;5,1;9,7;9,3;2023-07-26
790;2;4;14;6,1;6,2;6,4;6,5;6,6;6,8;2023-07-26
790;2;5;14;7,4;7,1;6,7;6,4;6;5,7;2023-07-26
790;2;6;14;6;9,1;7,3;5,5;8,6;6,8;2023-07-26
790;2;7;14;7,6;7,3;6,9;6,6;6,2;5,9;2023-07-26
790;2;8;14;6,5;9,6;7,7;5,7;8,8;6,9;2023-07-26
790;2;9;14;5,9;8,6;6,2;8,8;6,4;9;2023-07-26
790;2;10;14;5,7;9,7;8,8;7,8;6,8;5,9;2023-07-26
790;2;11;14;8,2;8,1;8,1;8,1;8,1;8;2023-07-26
790;2;12;14;6,4;8,9;6,3;8,8;6,2;8,7;2023-07-26
791;2;1;14;9,9;6,5;8;9,6;6,2;7,7;2023-07-26
791;2;2;14;5;5,9;6,8;7,7;8,6;9,5;2023-07-26
791;2;3;14;7,1;8,3;9,5;5,6;6,8;8;2023-07-26
791;2;4;14;6,8;6,4;6,1;5,7;5,4;5;2023-07-26
791;2;5;14;9;7,8;6,6;5,4;9,2;8;2023-07-26
791;2;6;14;6,5;9,7;7,8;6;9,2;7,3;2023-07-26
791;2;7;14;8,8;5;6,1;7,3;8,5;9,7;2023-07-26
791;2;8;14;6,4;5,4;9,4;8,3;7,3;6,3;2023-07-26
791;2;9;14;5,2;6,9;8,6;5,2;6,9;8,6;2023-07-26
791;2;10;14;9,6;9,7;9,8;9,9;9,9;5;2023-07-26
791;2;11;14;7,9;6,4;9,9;8,3;6,8;5,3;2023-07-26
791;2;12;14;7,6;8,3;8,9;9,6;5,3;6;2023-07-26
792;2;1;14;5,2;7,1;8,9;5,8;7,7;9,6;2023-07-26
792;2;2;14;9,2;5,3;6,3;7,4;8,4;9,5;2023-07-26
792;2;3;14;7,7;8,2;8,6;9,1;9,5;5;2023-07-26
792;2;4;14;7,8;7,3;6,8;6,4;5,9;5,4;2023-07-26
792;2;5;14;8,1;5,4;7,7;5;7,3;9,6;2023-07-26
792;2;6;14;7,7;5;7,2;9,5;6,7;9;2023-07-26
792;2;7;14;6,2;9,5;7,8;6,1;9,4;7,7;2023-07-26
792;2;8;14;6,8;6,3;5,8;5,3;9,8;9,3;2023-07-26
792;2;9;14;8,8;5;6,2;7,4;8,6;9,8;2023-07-26
792;2;10;14;7,9;5,1;7,3;9,5;6,7;8,8;2023-07-26
792;2;11;14;5,4;6,4;7,4;8,4;9,4;5,4;2023-07-26
792;2;12;14;8,3;6,7;5,2;8,6;7,1;5,5;2023-07-26
793;2;1;14;5,5;8;5,4;7,8;5,3;7,7;2023-07-26
793;2;2;14;8,1;9,7;6,3;7,9;9,5;6,2;2023-07-26
793;2;3;14;5,7;9,6;8,6;7,5;6,4;5,3;2023-07-26
793;2;4;14;5,3;8,4;6,5;9,7;7,8;6;2023-07-26
793;2;5;14;9,3;5,6;7;8,3;9,7;6,1;2023-07-26
793;2;6;14;8,9;7,9;6,8;5,8;9,8;8,8;2023-07-26
793;2;7;14;9;6;8;5;7;8,9;2023-07-26
793;2;8;14;5,5;8,3;6;8,8;6,6;9,3;2023-07-26
793;2;9;14;6,9;6,9;7;7,1;7,2;7,3;2023-07-26
793;2;10;14;5;9,8;9,6;9,4;9,3;9,1;2023-07-26
793;2;11;14;9,8;5,8;6,9;8;9,1;5,2;2023-07-26
793;2;12;14;6,1;8,1;5,1;7,1;9,1;6,1;2023-07-26
794;2;1;14;6,4;9,2;7,1;5;7,9;5,8;2023-07-26
794;2;2;14;5,7;9,4;8,1;6,8;5,5;9,2;2023-07-26
794;2;3;14;8,3;7,5;6,7;5,8;5;9,2;2023-07-26
794;2;4;14;7,6;8,8;5;6,1;7,3;8,5;2023-07-26
794;2;5;14;6,5;9;6,4;8,9;6,4;8,9;2023-07-26
794;2;6;14;5,9;6,5;7,1;7,8;8,4;9;2023-07-26
794;2;7;14;5,4;7,6;9,8;6,9;9,1;6,2;2023-07-26
794;2;8;14;9,9;6,6;8,2;9,9;6,5;8,2;2023-07-26
794;2;9;14;5,9;7,5;9,1;5,6;7,2;8,8;2023-07-26
794;2;10;14;8,6;7,5;6,5;5,4;9,3;8,3;2023-07-26
794;2;11;14;5,9;9,1;7,4;5,7;8,9;7,2;2023-07-26
794;2;12;14;8,2;6,7;5,3;8,9;7,5;6,1;2023-07-26
795;2;1;14;8,2;5,9;8,6;6,3;9,1;6,8;2023-07-26
795;2;2;14;9,8;9,9;5;5,2;5,3;5,4;2023-07-26
795;2;3;14;8,3;9,1;9,9;5,7;6,5;7,3;2023-07-26
795;2;4;14;8,2;8,5;8,9;9,3;9,6;5;2023-07-26
795;2;5;14;9,5;5,2;5,9;6,7;7,4;8,1;2023-07-26
795;2;6;14;6,3;6,8;7,3;7,8;8,2;8,7;2023-07-26
795;2;7;14;7,5;8,8;5;6,3;7,5;8,8;2023-07-26
795;2;8;14;7;6,3;5,7;5,1;9,5;8,8;2023-07-26
795;2;9;14;9,6;9,5;9,4;9,3;9,2;9,1;2023-07-26
795;2;10;14;8,8;6,5;9,2;7;9,7;7,4;2023-07-26
795;2;11;14;6,2;8,4;5,6;7,8;5;7,3;2023-07-26
795;2;12;14;5,8;8;5,2;7,4;9,6;6,8;2023-07-26
796;2;1;14;5,7;5;9,2;8,4;7,7;6,9;2023-07-26
796;2;2;14;8,5;6,5;9,6;7,6;5,6;8,7;2023-07-26
796;2;3;14;7,1;9,7;7,3;5;7,6;5,2;2023-07-26
796;2;4;14;6,3;9;6,7;9,4;7;9,7;2023-07-26
796;2;5;14;5,5;8,6;6,7;9,8;7,9;6,1;2023-07-26
796;2;6;14;7,4;8,1;8,8;9,5;5,2;5,9;2023-07-26
796;2;7;14;5,7;6,3;6,9;7,4;8;8,6;2023-07-26
796;2;8;14;5,2;7,2;9,3;6,3;8,4;5,4;2023-07-26
796;2;9;14;9,4;9,4;9,3;9,3;9,3;9,2;2023-07-26
796;2;10;14;6,5;5;8,5;6,9;5,4;8,8;2023-07-26
796;2;11;14;6,4;8;9,6;6,3;7,9;9,5;2023-07-26
796;2;12;14;7,4;6;9,6;8,2;6,7;5,3;2023-07-26
797;2;1;14;9,4;7,4;5,5;8,6;6,6;9,7;2023-07-26
797;2;2;14;8,5;5,6;7,8;9,9;7;9,2;2023-07-26
797;2;3;14;5,3;7,3;9,3;6,3;8,3;5,4;2023-07-26
797;2;4;14;7,9;8,5;9;9,6;5,2;5,8;2023-07-26
797;2;5;14;7,4;7,4;7,4;7,5;7,5;7,6;2023-07-26
797;2;6;14;5,4;9,8;9,1;8,4;7,8;7,1;2023-07-26
797;2;7;14;7,3;9,2;6,1;7,9;9,8;6,7;2023-07-26
797;2;8;14;6,9;5,4;8,9;7,4;5,9;9,4;2023-07-26
797;2;9;14;7,1;5,5;8,9;7,2;5,6;8,9;2023-07-26
797;2;10;14;7,5;7,8;8,2;8,5;8,8;9,2;2023-07-26
797;2;11;14;7;7,4;7,9;8,3;8,7;9,2;2023-07-26
797;2;12;14;9,4;5,7;6,9;8,1;9,4;5,6;2023-07-26
798;2;1;14;5,5;8,7;6,9;5,1;8,3;6,4;2023-07-26
798;2;2;14;5,8;7,4;9;5,6;7,3;8,9;2023-07-26
798;2;3;14;6;8;5;7,1;9,1;6,1;2023-07-26
798;2;4;14;5,5;5,1;9,7;9,3;8,9;8,5;2023-07-26
798;2;5;14;7,4;5,9;9,5;8,1;6,7;5,3;2023-07-26
798;2;6;14;7,7;9,5;6,2;7,9;9,6;6,3;2023-07-26
798;2;7;14;6,5;8,6;5,7;7,7;9,8;6,9;2023-07-26
798;2;8;14;7,5;7,7;7,9;8;8,2;8,4;2023-07-26
798;2;9;14;9,5;5,9;7,4;8,9;5,4;6,9;2023-07-26
798;2;10;14;7,4;9,4;6,4;8,4;5,4;7,3;2023-07-26
798;2;11;14;6,8;8,8;5,7;7,6;9,5;6,5;2023-07-26
798;2;12;14;8;7,4;6,8;6,3;5,7;5,2;2023-07-26
799;2;1;14;8,7;6,7;9,7;7,8;5,8;8,8;2023-07-26
799;2;2;14;9,1;8,6;8;7,5;7;6,5;2023-07-26
799;2;3;14;9,4;7,9;6,5;5;8,6;7,1;2023-07-26
799;2;4;14;8,5;9,4;5,2;6,1;7;7,8;2023-07-26
799;2;5;14;7,8;6,2;9,5;7,9;6,3;9,6;2023-07-26
799;2;6;14;5,6;6,9;8,1;9,3;5,5;6,7;2023-07-26
799;2;7;14;8,7;7,3;6;9,6;8,2;6,8;2023-07-26
799;2;8;14;6,6;5,8;5,1;9,4;8,6;7,9;2023-07-26
799;2;9;14;8,4;6,8;5,3;8,8;7,3;5,8;2023-07-26
799;2;10;14;5,9;8,1;5,3;7,5;9,7;6,9;2023-07-26
799;2;11;14;8,8;6,1;8,4;5,7;8;5,2;2023-07-26
799;2;12;14;5,9;9,5;8,1;6,7;5,3;8,9;2023-07-26
800;2;1;14;6;9,5;7,9;6,4;9,9;8,3;2023-07-26
800;2;2;14;9,6;5,3;5,9;6,6;7,3;7,9;2023-07-26
800;2;3;14;9,5;8,9;8,2;7,5;6,9;6,2;2023-07-26
800;2;4;14;9,1;9,7;5,3;5,8;6,4;6,9;2023-07-26
800;2;5;14;6,4;7,3;8,1;9;9,8;5,7;2023-07-26
800;2;6;14;9,2;7,9;6,6;5,4;9,1;7,8;2023-07-26
800;2;7;14;8,6;7,5;6,3;5,2;9;7,8;2023-07-26
800;2;8;14;8,2;7,1;6;9,9;8,8;7,7;2023-07-26
800;2;9;14;6,4;9;6,6;9,2;6,8;9,4;2023-07-26
800;2;10;14;7,7;9;5,4;6,8;8,1;9,5;2023-07-26
800;2;11;14;5,7;5,2;9,7;9,2;8,7;8,2;2023-07-26
800;2;12;14;9,6;6,1;7,6;9,1;5,6;7,1;2023-07-26
801;2;1;14;6,3;5;8,7;7,4;6;9,7;2023-07-26
801;2;2;14;5,2;6,1;7,1;8,1;9,1;5;2023-07-26
801;2;3;14;7,8;6,2;9,7;8,2;6,6;5,1;2023-07-26
801;2;4;14;6,6;9,8;8,1;6,3;9,6;7,8;2023-07-26
801;2;5;14;5;6,4;7,8;9,1;5,5;6,9;2023-07-26
801;2;6;14;8,8;5,3;6,7;8,2;9,7;6,1;2023-07-26
801;2;7;14;7,9;5;7,1;9,2;6,2;8,3;2023-07-26
801;2;8;14;6,9;8;9,1;5,2;6,2;7,3;2023-07-26
801;2;9;14;6,6;6,8;7;7,2;7,4;7,7;2023-07-26
801;2;10;14;7,3;9,8;7,4;5;7,6;5,1;2023-07-26
801;2;11;14;9,2;6,7;9,3;6,8;9,4;6,9;2023-07-26
801;2;12;14;8,2;8,8;9,4;9,9;5,5;6,1;2023-07-26
802;2;1;14;6;6,8;7,6;8,4;9,2;5;2023-07-26
802;2;2;14;8,8;9,8;5,8;6,8;7,8;8,8;2023-07-26
802;2;3;14;9;9,2;9,3;9,4;9,6;9,7;2023-07-26
802;2;4;14;6,4;8,6;5,7;7,9;5;7,2;2023-07-26
802;2;5;14;8,7;5,4;7,2;8,9;5,6;7,3;2023-07-26
802;2;6;14;5,4;6,6;7,7;8,9;5,1;6,2;2023-07-26
802;2;7;14;6;8,8;6,5;9,3;7;9,8;2023-07-26
802;2;8;14;9,6;5,6;6,6;7,5;8,5;9,5;2023-07-26
802;2;9;14;7;6,3;5,6;9,9;9,3;8,6;2023-07-26
802;2;10;14;5;8,5;6,9;5,3;8,7;7,2;2023-07-26
802;2;11;14;9,4;5,6;6,7;7,9;9;5,2;2023-07-26
802;2;12;14;7,7;5,6;8,5;6,4;9,4;7,3;2023-07-26
803;2;1;14;8,2;5,5;7,9;5,3;7,7;5,1;2023-07-26
803;2;2;14;7,3;8,8;5,3;6,9;8,4;5;2023-07-26
803;2;3;14;6,1;5,4;9,7;9;8,3;7,7;2023-07-26
803;2;4;14;5,2;8;5,7;8,5;6,3;9,1;2023-07-26
803;2;5;14;8,7;6,9;5;8,2;6,3;9,4;2023-07-26
803;2;6;14;8,6;6,6;9,7;7,7;5,7;8,7;2023-07-26
803;2;7;14;6,5;8,3;5,2;7;8,8;5,7;2023-07-26
803;2;8;14;6;7,6;9,3;5,9;7,6;9,3;2023-07-26
803;2;9;14;8,3;8,3;8,3;8,2;8,2;8,2;2023-07-26
803;2;10;14;9,7;6,7;8,8;5,8;7,9;9,9;2023-07-26
803;2;11;14;7,1;9,3;6,5;8,7;5,9;8,1;2023-07-26
803;2;12;14;7,6;5;7,4;9,8;7,1;9,5;2023-07-26
804;2;1;14;7,8;5,6;8,3;6,1;8,8;6,5;2023-07-26
804;2;2;14;7,1;7,4;7,8;8,2;8,6;9;2023-07-26
804;2;3;14;6,5;9,4;7,3;5,2;8,1;6;2023-07-26
804;2;4;14;9,5;6,5;8,6;5,6;7,6;9,7;2023-07-26
804;2;5;14;7,9;8;8,2;8,3;8,4;8,5;2023-07-26
804;2;6;14;6,8;8;9,2;5,4;6,7;7,9;2023-07-26
804;2;7;14;9,2;7,6;6;9,4;7,8;6,2;2023-07-26
804;2;8;14;8,7;9,6;5,5;6,4;7,3;8,1;2023-07-26
804;2;9;14;5,4;8,5;6,6;9,7;7,9;6;2023-07-26
804;2;10;14;6,3;5;8,8;7,6;6,3;5,1;2023-07-26
804;2;11;14;8,1;7,9;7,6;7,4;7,1;6,9;2023-07-26
804;2;12;14;7,5;7,4;7,3;7,1;7;6,8;2023-07-26
805;2;1;14;5,2;8,7;7,3;5,9;9,4;8;2023-07-26
805;2;2;14;7,1;8,8;5,5;7,2;8,9;5,6;2023-07-26
805;2;3;14;9,4;6,6;8,8;6;8,2;5,4;2023-07-26
805;2;4;14;6;7,4;8,9;5,3;6,7;8,2;2023-07-26
805;2;5;14;6,6;5,2;8,8;7,4;6,1;9,7;2023-07-26
805;2;6;14;6,1;9,6;8,1;6,6;5,2;8,7;2023-07-26
805;2;7;14;7,6;9,8;6,9;9,1;6,3;8,5;2023-07-26
805;2;8;14;6,3;6,5;6,8;7;7,2;7,5;2023-07-26
805;2;9;14;5,7;5,5;5,3;5,2;5;9,8;2023-07-26
805;2;10;14;5;5,6;6,1;6,7;7,2;7,8;2023-07-26
805;2;11;14;8,4;9,3;5,1;6;6,8;7,7;2023-07-26
805;2;12;14;7,7;7,5;7,4;7,2;7;6,9;2023-07-26
806;2;1;14;7,7;9,9;7;9,1;6,3;8,4;2023-07-26
806;2;2;14;7,7;7;6,3;5,6;9,9;9,2;2023-07-26
806;2;3;14;8,2;6,1;9;7;9,9;7,8;2023-07-26
806;2;4;14;7,9;5,1;7,3;9,5;6,7;8,9;2023-07-26
806;2;5;14;5,7;6,4;7,2;7,9;8,7;9,4;2023-07-26
806;2;6;14;8,1;9;9,9;5,8;6,7;7,6;2023-07-26
806;2;7;14;9,8;5,4;6;6,6;7,2;7,8;2023-07-26
806;2;8;14;6,2;5;8,7;7,5;6,3;5;2023-07-26
806;2;9;14;6,7;5,5;9,3;8,1;6,9;5,7;2023-07-26
806;2;10;14;6,3;9,1;6,9;9,6;7,4;5,2;2023-07-26
806;2;11;14;8,6;8;7,4;6,8;6,2;5,6;2023-07-26
806;2;12;14;6,6;7,9;9,3;5,6;6,9;8,3;2023-07-26
807;2;1;14;8,8;7,1;5,4;8,7;6,9;5,2;2023-07-26
807;2;2;14;6,5;7,2;7,9;8,6;9,3;5,1;2023-07-26
807;2;3;14;6,7;7,5;8,4;9,2;5,1;5,9;2023-07-26
807;2;4;14;5,2;8,3;6,4;9,5;7,5;5,6;2023-07-26
807;2;5;14;5,8;5,8;5,8;5,8;5,9;5,9;2023-07-26
807;2;6;14;5,7;5,9;6,2;6,5;6,7;7;2023-07-26
807;2;7;14;7,3;7,1;6,9;6,7;6,5;6,3;2023-07-26
807;2;8;14;6,9;5,5;9,1;7,7;6,3;9,9;2023-07-26
807;2;9;14;9,1;5,9;7,7;9,5;6,2;8;2023-07-26
807;2;10;14;8,5;7,9;7,4;6,9;6,3;5,8;2023-07-26
